objectid,indicatif,aff_code,toponyme,n_concessi,sup_sig,bureau_cer,wood_vol06,wood_vol07,wood_vol08,rfa_ha,validite,attributai,date_attri,exploitant,groupe_par,province,departemen,commune,sup_provis,classement,date_class,ref_classe,sup_defini,plan_amgmt,date_appro,ref_appro,observatio,certif_fm,certif_cw,certif_leg,date_fm,date_cw,date_legal,statut,shape_leng,nom,ref_doc_of,type_doc_o,date_,classe,gfwid,globalid,shape_Length,shape_Area
1,041000701,Fx,11-004,1089,15232.8440193, ,0,33228,26652,1600,V,SEFECAM,2006,Boitex,NA,Sud Ouest,Manyu, ,15310,EnCours,NA,NA,NA,Plan Aménagement Approuvé,2009,ND, , , , , , , ,Attribué,62566.9920576, , , , , ,e646838d-f557-48a0-8890-c6bffc5c84ff,{0E20F111-54F2-487D-95E2-5A8C47820E9F},63140.7694876366,155100242.062586
2,041000701,Fx,11-003,1089,32454.5457961, ,0,0,0,1600,V,SEFECAM,2006,Boitex,NA,Sud Ouest,Manyu, ,32620,Classee,1997,97/073/P,32620,Plan Aménagement Approuvé,2009,ND, , , , , , , ,Attribué,135308.993178, , , , , ,576a6001-60b1-450e-a82a-0d5ed68e2283,{EC3F108A-D2E8-4325-865D-130C056FD5B2},136498.161644668,330391519.089552
3,041000701,Fx,10-065,1090,97605.9524379, ,0,33660,26576,4250,V,SFW, ,NA,NA,Est,Lom et Djerem, ,97122,EnCours,NA,NA,NA,Sans plan d'aménagement,NA,NA, , , , , , , ,Attribué,158500.05374, , , , , ,87a4de5f-80e2-460f-bb56-36b9dfbcaf70,{9760D04F-10CB-427B-B343-53A173C99B45},159318.795191978,984553771.562811
4,041000701,Fx,10-026,1040,128225.154227,Bureau Veritas,52219,42580,39810,4100,V,ALPICAM,2010,ALPICAM,ALPI,Est,Boumba et Ngoko/Kadey,Garigombo,128449,Classee,2005,2005/0258/PM du 26 Jan 2005,126988,Plan Aménagement Approuvé,2004,2385/L/MINEF/SG/DF/SDIAF/SI, , , ,OLB, , ,14/05/2009,Attribué,172444.617011, , , , , ,16a1c5f2-beb0-4bac-b84c-874c40bbc3d6,{0AFA5EDF-FA2C-4280-8C91-936268DE2BE6},172486.875114712,1284457860.22422
5,041000702,Fx,10-025,1070,48320.4247353,RA-Cert,33890,23645,25259,1620,V,SFIL,2010,SFIL,DECOLVENAERE,Est,Boumba et Ngoko,Garigombo,76002,Classee,2005,2005/0257/PM du 26 Jan 2005,47823,Plan Aménagement Approuvé,2009, , , , ,VLC, , ,03/06/2013,Attribué,120999.701301, , , , , ,f852f0f2-177b-4dc0-9c4c-085f53a2cb4e,{22928A2D-6D9E-4FC8-93F7-5FBA774A0D77},121176.794663351,499618325.839405
6,041000701,Fx,10-021,1018,66615.3419452,RA-Cert,43245,37232,27601,1500,V,Green Valley Inc.,2010,SFIL,DECOLVENAERE,Est,Boumba et Ngoko,Yokadouma,71533,Classee,2005,2005/0254/PM du 26 Jan 2005,66183,Plan Aménagement Approuvé,2004,0224/N/MINEF/SG/DF/SDIAF/SA, , , ,VLC, , ,08/04/2013,Attribué,132530.429627, , , , , ,8349a5f5-1598-43e0-9628-3c0baebbf5eb,{A1E76CB8-B888-4B99-A1C8-27D81DC39784},132613.377724494,666973287.083775
7,041000701,Fx,10-023,1007,58582.2711484, ,43250,23942,34249,1500,V,SFCS,1997,ALPI,ALPI,Est,Boumba et Ngoko,Yokadouma,62389,Classee,2005,2005/0256/PM du 26 Jan 2005,57996,Plan Aménagement Approuvé,2004,0221/N/MINEF/SG/DF/SDIAF/SA, , , , , , , ,Attribué,121283.591427, , , , , ,ded7be83-1a4f-407a-b8ea-42a78d1803fa,{086BA9A5-24BA-4ED7-8167-537D1107EE20},121303.119911787,586122707.756658
8,041000701,Fx,10-020,1038,83241.4134495, ,0,34941,15111,1835,V,SIM,2012,SIM,SIM,Est,Boumba et Ngoko,Yokadouma,82571,Classee,2005,2005/0253/PM du 26 Jan 2005,82571,Plan Aménagement Approuvé,2004,1099/N/MINEF/SG/DF/SDIAF/SA, , , , , , , ,Attribué,154842.727965, , , , , ,d946b1cb-4168-4f35-bbf4-5ac65c290d1f,{0982E27E-EB60-449F-9CC4-A8FFE93B49DC},154971.342192807,833326416.60074
9,041000701,Fx,10-022,1039,35509.2721283, ,15316,0,4115,4500,V,SIM,2012,SIM,SIM,Est,Boumba et Ngoko,Yokadouma,48864,Classee,2005,2005/0255/PM du 26 Jan 2005,35090,Plan Aménagement Approuvé,2004,0019/N/MINFOF/SG/DF/SDIAF/SA, , , , , , , ,Attribué,95573.5067899, , , , , ,7d3de205-404b-493a-adab-50ca16ec3636,{6F3EB8AF-D788-435A-891A-8EC9F9F157B5},95614.4701501766,355271265.905878
10,041000702,Fx,10-028,1098,78314.4867679, ,0,0,0,4300,V,Multi-Services Plus,2012,ND,ND,Est,Haut Nyong, ,91063,NA,NA,NA,NA,Sans plan d'aménagement,NA,NA,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,Attribué,155891.530551, , , , , ,82e6eee9-3733-4d13-a0e5-973724172677,{00249BC0-86F2-4678-9FE5-DB9C6D038EA9},156070.598357419,784452288.217941
11,041000702,Fx,10-027,1097,32078.6969342, ,0,0,0,4100,V,SFEES,2012,ND,ND,Est,Haut Nyong, ,63728,NA,NA,NA,NA,Sans plan d'aménagement,NA,NA,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,Attribué,105881.580685, , , , , ,f5afb4a4-5f64-4867-beb2-f10ec235274d,{E892BFD8-03A7-4C7E-9B0E-935EABC77D3E},105883.03654665,321102528.14756
12,041000701,Fx,10-015,1004,130754.326906,RA-Cert,66757,6042,24960,1500,V,CIBC,2001,CIBC,VICWOOD,Est,Boumba et Ngoko,Moloundou,155421,Classee,2005,2005/0251/PM du 26 Jan 2005,130273,Plan Aménagement Approuvé,2005,0078/N/MINFOF/SG/DF/SDIAF/SA, , , ,VLC, , ,25/04/2013,Attribué,228951.80795, , , , , ,1e08d148-2649-45a5-94a6-a5f2dd6f165b,{92E5075E-F353-4EA2-B742-2E19ACA451F1},228734.917975356,1305075734.02053
13,041000701,Fx,09-025,1011,88275.6598703,Bureau Veritas,20775,13687,5013,1500,V,SCIEB,1997,SCIEB,WIJMA,Sud,Ocean,Campo,86788,Classee,2005,2005/0527/PM du I4 Fev 2005,88148,Plan Aménagement Approuvé,2004,1094/N/MINEF/SG/DF/SDIAF/SA, ,FSC, ,OLB,10/06/2012, ,16/02/2012,Attribué,233281.116145, , , , , ,18213ffe-65fd-4170-bb90-80182eac3f91,{15D70538-20FE-4526-8AC9-402DA623F555},234361.926014559,890814345.226262
14,041000701,Fx,08-004,1017,86397.8809176, ,33140,34514,28456,1500,V,EFMK,1997,EFMK,KHOURY,Centre,Mbam et Kim,Ngambe Tikar,126160,Classee,2005,2005/0603/PM du 1 Mars 2005,88050,Plan Aménagement Approuvé,2004,014/N/MINFOF/SG/DF/SDIAF/SA, , , , , , , ,Attribué,220378.808728, , , , , ,09d35d61-9b90-4e1e-b33f-57fbcbc0e7c9,{D8D24581-3472-4A7D-8D5D-3BFD9A6C65F6},222221.562195153,877008653.836252
15,041000701,Fx,10-029,1014,46991.3611671, ,7536,12796,7266,1500,V,SFDB,1997,SIM,SIM,Est,Haut Nyong,Messok,46922,Classee,2004,2004/2446/PM du 08 Dec 2004,46922,Plan Aménagement Approuvé,2004,0016/N/MINFOF/SG/DF/SDIAF/SA, , , , , , , ,Attribué,112815.161251, , , , , ,6d6f3e51-dad5-4e03-9868-9f8cb95b11a3,{4063379C-FD26-4E2D-9183-4A01AB59BE9C},112866.615235432,470740946.582571
16,041000701,Fx,09-004b,1033,71093.6741614, ,17157,10157,0,2025,V,FIPCAM,2012,FIPCAM,FIPCAM,Sud,Dja et Lobo,Djoum,81335,EnCours,NA,NA,NA,Plan Aménagement Approuvé,2004,018/N/MINFOF/SG/DF/SDIAF/SA, , , , , , , ,Attribué,140715.925293, , , , , ,0c34d05d-b8d6-48e5-b646-6a34da5c2a81,{61E74D62-36C2-4F76-8BF6-A6CD8EC52D7D},141084.442863824,714414479.241602
17,041000702,Fx,10-055,1071,40465.9131524, ,9062,0,0,2100,N,PLACAM,2005,PLACAM,ND,Est,Kadey,Batouri,40367,Classee,2011,2011/1534/PM DU 17JUIN 2011,39088,Abandonnée,NA,NA, , , , , , , ,Attribué,114711.226801, , , , , ,bd2e3d88-b019-43b8-8c9f-759b217d394e,{CCD3C062-7A92-4B80-905E-3AE03C950C03},114986.398043416,406508292.109331
18,041000701,Fx,10-002,1025,23005.6399312,RA-Cert,0,0,0,1500,V,CFC,2010,CFC,VICWOOD,Est,Boumba et Ngoko,Yokadouma,22724,Classee,2005,2005/0241/PM du 26 Jan 2005,22784,Plan Aménagement Approuvé,2004,0220/N/MINEF/SG/DF/SDIAF/SA, , , ,VLC, , ,25/04/2013,Attribué,102624.248298, , , , , ,de5d3914-9de0-446e-96ca-ff038a24e699,{0A58C62D-F28B-4017-A432-17DC221B3AF8},102665.121485102,229827728.88321
19,041000701,Fx,10-001,1025,70443.0076184,RA-Cert,2126,11675,3892,1500,V,CFC,2010,CFC,VICWOOD,Est,Boumba et Ngoko,Yokadouma,63728,Classee,2005,2005/0239/PM du 26 Jan 2005,69018,Plan Aménagement Approuvé,2004,0220/N/MINEF/SG/DF/SDIAF/SA, , , ,VLC, , ,25/04/2013,Attribué,130153.701421, , , , , ,e4e62d9e-8aa1-42a9-928b-5ef702363b89,{1E57F7B7-1447-4109-BFBE-177AF678BBD9},130053.010138873,703645401.359927
20,041000701,Fx,10-004,1025,53255.8249342,RA-Cert,0,0,0,1500,V,CFC,2010,CFC,VICWOOD,Est,Boumba et Ngoko,Yokadouma,44651,Classee,2005,2005/0242/PM du 26 Jan 2005,52473,Plan Aménagement Approuvé,2004,0220/N/MINEF/SG/DF/SDIAF/SA, , , ,VLC, , ,25/04/2013,Attribué,106068.57789, , , , , ,5c977648-487b-466e-9f04-3cde77d6692e,{B31EABA5-51BE-451E-B90D-CC16EFBF662B},106007.691160982,531441586.606162
21,041000701,Fx,10-003,1025,49470.0738321,RA-Cert,89641,62152,93220,1500,V,CFC,2010,CFC,VICWOOD,Est,Boumba et Ngoko,Yokadouma,67217,Classee,2005,2005/0240/PM du 26 Jan 2005,48830,Plan Aménagement Approuvé,2004,0220/N/MINEF/SG/DF/SDIAF/SA, , , ,VLC, , ,25/04/2013,Attribué,111848.291816, , , , , ,8a0d3f0b-0fdb-49d1-9e00-33e71deccdca,{6B9D039B-66F6-4366-9C80-B1342B5D0EDF},111751.499623788,493891684.977046
22,041000701,Fx,10-007,1010,123930.703093,RA-Cert,12688,0,28637,1500,V,SEBC,1997,SEBC,VICWOOD,Est,Boumba et Ngoko,Salapoumbe,113507,Classee,2005,2005/0244/PM du 26 Jan 2005,"12229,4",Plan Aménagement Approuvé,2004,0219/N/MINEF/SG/DF/SDIAF/SA, , , ,VLC, , ,25/04/2013,Attribué,235041.119235, , , , , ,d34b80e3-9ad8-42e4-862c-7fb4f6637002,{52642765-E6A2-4381-ACB1-401F88EC502D},234826.087764802,1235531395.94245
23,041000701,Fx,10-008,1052,74026.1799944,Bureau Veritas,31402,28711,25054,1150,V,SEFAC,2010,SEFAC,SEFAC,Est,Boumba et Ngoko,Yokadouma,60053,Classee,2005,2005/0245/PM du 26 Jan 2005,72727,Plan Aménagement Approuvé,2005,ND, , , ,OLB, , ,30/06/2010,Attribué,150748.585737, , , , , ,aea61e62-81fd-4fc8-b285-477c0e900829,{D385C2F3-E58F-411D-ADAD-D5CCC5FB20B6},150430.935012525,737331871.235768
24,041000701,Fx,10-009,1022,92978.3068785,Bureau Veritas,30979,45501,34416,1500,V,SEBAC,2010,SEBAC,SEFAC,Est,Boumba et Ngoko,Salapoumbe,88796,Classee,2005,2005/0246/PM du 26 Jan 2005,92287,Plan Aménagement Approuvé,2004,1096/N/MINEF/SG/DF/SDIAF/SA, , , ,OLB, , ,23/07/2010,Attribué,163685.929724, , , , , ,90347ad2-d0de-48cd-81a1-4f34bee5ccae,{909B80BE-8FC5-448F-8D61-DF70E1867BAA},163208.317036983,925631159.281336
25,041000702,Fx,08-005,1077,35792.7716009, ,6066,13281,0,0,N,NA,NA,NA,NA,Centre,Mbam et Kim,Deuk/Ngambe-Tikar/Ngoro,56900,Classee,2005,2005/0604/PM du 1 Mars 2005,36340,Non attribuée,2008,2896/L/MINFOF/SG/DF/SDIAF,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,Non attribuée,111775.047613, , , , , ,f250f91b-a050-4896-bc16-e959886ab43a,{AAD50FE6-4C98-4C1F-B981-E26194177948},112638.978945574,363140857.690454
26,041000701,Fx,08-009,1031,48814.0431797, ,0,0,0,0,N,NA,NA,NA,NA,Centre,Mbam et Kim,Yoko,65472,Classee,2005,2005/0606/PM du I Mars 2005,49640,Abandonnée,2004,017/N/MINFOF/SG/DF/SDIAF/SA, , , , , , , ,Abandonné,95846.5572308, , , , , ,dea7cc05-3364-4062-ad37-08f763f28dc0,{D467B0F6-3AAE-44A2-9B33-E058523E05AC},96545.848397672,494549467.354685
27,041000701,Fx,00-004,1029,94920.675347, ,20415,43059,32657,2650,V,TRC,2004,TRC,TRC,Littoral/Centre,Nkam/Mbam et Inoubou,"Ndikinimeki, Mkekene, Yingui, Yabassi, Konjock",125490,Classee,2011,2011/2375/PM DU 12 AOUT 2011,94917,Plan Aménagement Approuvé,2005,ND,Décret classement N°2006/0766/PM remplacé par 2011/2375/PM DU 12 AOUT 2011, , , , , , ,Attribué,175577.309399, , , , , ,16ed023b-aa58-4fa3-8f95-020decdf8475,{A3A6D98E-EDE1-4680-A47C-991A08CF0119},176689.90999594,962026457.916952
28,041000701,Fx,07-002,1027,91489.2483363, ,0,0,0,1000,V,EDEATECH,2009,EDEATECH,NA,Littoral,Sanaga Maritime,Edea,100000,Classee,ND,ND,100000,Sans plan d'aménagement,NA,NA,"Attribuée à CPPC en 1996, transferé à EDEATECH en 2009", , , , , , ,Attribué,164890.095455, , , , , ,85d8b273-db25-4e7a-8c09-87f6f35bde3c,{700BE864-4616-4922-9C49-09198CCB3ED1},165887.424120381,925881712.523993
29,041000701,Fx,10-010,1053,67888.0153706,Bureau Veritas,22814,47924,46074,1150,V,SEFAC,2010,SEFAC,SEFAC,Est,Boumba et Ngoko,Salapoumbe,61760,Classee,2005,2005/0247/PM du 26 Jan 2005,66688,Plan Aménagement Approuvé,2006,ND, , , ,OLB, , ,30/06/2010,Attribué,168820.500796, , , , , ,caded8a6-cd44-44ca-aac7-841d3ee8d1cb,{985253F3-E207-4F9C-B278-1D213879B3DC},168418.964870178,675823367.496273
30,041000701,Fx,10-011,1013,49016.1171239,RA-Cert,0,9564,7068,1500,V,SAB,1997,SAB,VICWOOD,Est,Boumba et Ngoko,Salapoumbe,62597,Classee,2005,2005/0248/PM du 26 Jan 2005,48554,Plan Aménagement Approuvé,2004,0223/N/MINEF/SG/DF/SDIAF/SA, , , ,VLC, , ,25/04/2013,Attribué,129645.051044, , , , , ,bb8e3276-3c1f-42ef-9fbc-ced8fa59a8c1,{6F1208A0-B91B-4F55-9E95-CA178C9205F8},129383.178088244,488313353.99308
31,041000701,Fx,10-012,1016,59820.4016595,Bureau Veritas,26360,13140,20790,1500,V,SEFAC,2010,SEFAC,SEFAC,Est,Boumba et Ngoko,Salapoumbe,60838,Classee,2005,2005/0249/PM du 26 Jan 2005,59340,Plan Aménagement Approuvé,2004,1097/N/MINEF/SG/DF/SDIAF/SA, , , ,OLB, , ,30/06/2010,Attribué,157893.719676, , , , , ,beda3a6a-4107-4390-ab16-94055d37e1a5,{D4867D2B-1CF2-432A-9B18-B66F5AF5C68A},157420.729957505,595210052.158308
32,041000701,Fx,10-013,1065,51386.4009166,Bureau Veritas,13314,23260,13624,1600,V,Habitat 2000,2009,ALPICAM,ALPI,Est,Boumba et Ngoko,Moloundou,50752,Classee,2005,2005/0250/PM du 26 Jan 2005,50752,Plan Aménagement Approuvé,2010,1609/L/MINFOF/SG/DF/SDIAF, , , ,OLB, , ,14/05/2009,Attribué,120853.969522, , , , , ,bb045af4-6895-4141-9d48-909f067d8342,{D7BD0FE2-0D97-47FC-AB8B-5FEA79C9FB86},120706.903441453,511893614.590417
33,041000701,Fx,10-063,1048,69479.0721571,Bureau Veritas,30834,35864,46448,1750,V,ALPICAM,2010,ALPICAM,ALPI,Est,Boumba et Ngoko,Moloundou,53160,Classee,2005,2005/0259/PM du 26 Jan 2005,68916,Plan Aménagement Approuvé,2004,2391/L/MINEF/SG/DF/SDIAF/SI, , , ,OLB, , ,14/05/2009,Attribué,151117.937762, , , , , ,b71df3f8-e097-4821-9627-b14ab42ecef9,{17462C72-DC0B-420F-8E39-4494758B3E51},150755.63348999,691497110.202073
34,041000701,Fx,10-064,1060,117159.273842,Bureau Veritas,48913,59294,29112,1150,V,FILIERE BOIS,2001,SEFAC,SEFAC,Est,Boumba et Ngoko,Moloundou,75000,Classee,2005,2005/0260/PM du 26 Jan 2005,115900,Plan Aménagement Approuvé,2004,ND, , , ,OLB, , ,30/06/2010,Attribué,167802.629989, , , , , ,372b4743-4a77-44f9-9d3b-ac4c3219789a,{219DF4E0-7956-4D38-A4F5-0B0D740CCDC9},167314.417295415,1164546638.02615
35,041000702,Fx,10-040,1074,80362.3534185, ,9175,8103,29041,2100,V,TTS,2005,TTS,TTS,Est,Haut Nyong,Aong Mbang/Lomie,79579,EnCours,NA,NA,NA,Plan Aménagement Approuvé,2010,ND, , , , , , , ,Attribué,159127.646517, , , , , ,ef5106e7-cc2c-4a84-ba6e-4d5960fb9803,{2C1B0D95-9AF1-42C3-B8CF-88C9438803CC},159396.097503918,806779276.897087
36,041000702,Fx,10-035,1102,101116.82516, ,0,0,0,5333,V,IBC,2012,ND,ND,Est,Haut Nyong, ,41965,NA,NA,NA,NA,Sans plan d'aménagement,NA,NA,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,Attribué,151913.58782, , , , , ,5d2a89b9-e3f5-4a6b-a146-73980d5f8ec8,{44ABD7C0-DD25-457F-AC23-23B9196E23B7},152113.615291587,1014043977.51891
37,041000702,Fx,09-002,1096,75375.322229, ,0,0,0,0,N,NA,NA,NA,NA,Sud,Dja et Lobo, ,76840,NA,NA,NA,NA,En conservation,NA,NA,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,En conservation,152388.554608, , , , , ,f4e015ce-2d14-4f9e-93c0-0de0dd450203,{55F10263-B7C4-4E45-AF23-17663E9E04E4},152753.28495516,756482175.360079
38,041000702,Fx,10-032,1099,98768.1832438, ,0,0,0,2650,V,SCABOIS,2012,ND,ND,Est,Haut Nyong, ,97242,NA,NA,NA,NA,Sans plan d'aménagement,NA,NA,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,Attribué,272938.961279, , , , , ,db4a74a4-cd2e-49c5-b6e8-d4bcd8027d0e,{1D0744A7-63F3-4CA3-9FD1-6AC4CD70ABDF},273227.031087838,989055940.7248
39,041000702,Fx,09-001,1095,206106.6423, ,0,0,0,0,N,NA,NA,NA,NA,Sud,Dja et Lobo, ,180606,NA,NA,NA,NA,En conservation,NA,NA,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,En conservation,294073.609876, , , , , ,9133e467-2449-475b-adb2-35af63ba8b91,{E4AAC5E8-3546-4430-A39B-61BBA5661A04},294722.385879955,2067842099.239
40,041000702,Fx,10-034,1101,164976.355886, ,0,0,0,0,N,NA,NA,NA,NA,Est,Haut Nyong, ,163952,NA,NA,NA,NA,En conservation,NA,NA,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,En conservation,220250.529083, , , , , ,54e8d030-ff8c-4fd7-9865-0aa35f6014cf,{C4EDB2A1-8A90-401B-8AEA-FBB819D2381D},220670.390970285,1653372374.24487
41,041000701,Fx,09-005a,1032,10330.4825545,SGS,0,0,0,1100,V,LOREMA,2000,SFID,ROUGIER,Sud,Dja et Lobo,Djoum,85812,Classee,2004,2000/0738/PM,138653,Plan Aménagement Approuvé,2008,2900/L/MINFOF/SG/DF/SDIAF, , , ,TLTV, , ,22/02/2007,Attribué,54151.5632386, , , , , ,47096813-3094-49d3-8667-cf823eb9a692,{636BEEE5-14C5-47E7-B90A-6384BFE29851},54256.2196438093,103746051.900858
42,041000702,Fx,10-033,1100,48321.0059099, ,0,0,0,3050,V,GRACOVIR,2012,ND,ND,Est,Haut Nyong, ,48754,NA,NA,NA,NA,Sans plan d'aménagement,NA,NA,0214/C/MINFOF/SG/DF/SDAFF/SAG DU 28 Août 2012, , , , , , ,Attribué,113364.301057, , , , , ,bd6258fa-2e43-4099-8075-2ac8662b4665,{96F5EEB6-CDE8-419D-9C0E-FCDE739DF190},113502.645251106,483843601.452423
43,041000702,Fx,10-053,1072,82742.948143,Bureau Veritas,54662,51951,36814,5375,V,GRUMCAM,2010,GRUMCAM,ALPI,Est,Kadey,Abong Mbang/Mbang,82308,Classee,2010,2010/0554/PM du 31 Mars 2010,82308,Plan Aménagement Approuvé,2008,2897/L/MINFOF/SG/DF/SDIAF, , , ,OLB, , ,14/05/2009,Attribué,147083.992589, , , , , ,344bce18-a94c-4a0e-9a3b-72f1ffc50fe2,{DCA242A4-D15A-41A0-8B15-D990BF48CFDB},147305.541612421,830051886.355825
44,041000701,Fx,10-056,1066,73689.2087373,SGS,65194,18444,135824,2530,V,SFID,2002,SFID,ROUGIER,Est,Kadey,Mbang,72391,Classee,2011,2011/1536/PM DU 17JUIN 2011,72157,Plan Aménagement Approuvé,2008,2901/L/MINFOF/SG/DF/SDIAF, ,FSC,SW-CW,TLTV,25/03/2013,07/05/2009,22/02/2007,Attribué,165173.213855, , , , , ,4f0dea70-4eee-414d-b0e9-5ef7ca23e3aa,{A2A7C100-AADD-4D3F-8B8F-7CF590DB5806},165425.658702933,739996002.252203
45,041000701,Fx,10-031,1041,40448.0947571,Bureau Veritas,18226,37041,34283,4050,V,PALLISCO, ,PALLISCO,PASQUET,Est,Haut Nyong,Lomie,86788,Classee,2005,2005/0527/PM,88148,Plan Aménagement Approuvé,2004,2390/L/MINEF/SG/DF/SDIAF/SI, ,FSC, ,OLB,09/10/2008, ,05/01/2011,Attribué,134462.063006, , , , , ,267cece9-a5e7-4e7e-9e2d-30246b1899a1,{0504CE48-08B5-49E8-BB2B-F1B452979B6C},134528.570449485,405413107.419363
46,041000701,Fx,10-030,1054,76841.5755091,Bureau Veritas,40696,47270,82242,8150,V,PALLISCO,2001,PALLISCO,PASQUET,Est,Haut Nyong,Messok,79757,EnCours,NA,NA,NA,Plan Aménagement Approuvé,2004,2387/L/MINEF/SG/DF/SDIAF/SI, ,FSC, ,OLB,09/10/2008, ,05/01/2011,Attribué,186179.191078, , , , , ,fc8e311e-a3d3-4d88-a48c-7b62e4bf9646,{493D7CBE-F88B-4C7A-833A-3D404EC7B089},186378.217730505,770003933.909129
